آ غ,ت,ل,د,ذ,ع
نمی‌آهنجید نمی‌آهنگید
نمی‌آهنجیم نمی‌آهنگیم
نمی‌آهنگد نمی‌آهنجد
نمی‌آهنگم نمی‌آهنجم
نمی‌آهنگند نمی‌آهنجند
نمی‌آهنگی نمی‌آهنجی
نمی‌آهنگید نمی‌آهنجید
نمی‌آهنگیم نمی‌آهنجیم
نمی‌آورد نمی‌تورد
نمی‌آورم نمی‌تورم
نمی‌آورند نمی‌تورند
نمی‌آوری نمی‌توری
نمی‌آورید نمی‌تورید
نمی‌آوریدم نمی‌توریدم
نمی‌آوریدند نمی‌توریدند
نمی‌آوریده‌است نمی‌توریده‌است
نمی‌آوریده‌ام نمی‌توریده‌ام
نمی‌آوریده‌اند نمی‌توریده‌اند
نمی‌آوریده‌ای نمی‌توریده‌ای
نمی‌آوریده‌اید نمی‌توریده‌اید
نمی‌آوریده‌ایم نمی‌توریده‌ایم
نمی‌آوریدی نمی‌توریدی
نمی‌آوریدید نمی‌توریدید
نمی‌آوریدیم نمی‌توریدیم
نمی‌آوریم نمی‌توریم
نمی‌آویخت نمی‌آمیخت
نمی‌آویختم نمی‌آمیختم
نمی‌آویختند نمی‌آمیختند
نمی‌آویخته‌است نمی‌آمیخته‌است
نمی‌آویخته‌ام نمی‌آمیخته‌ام
نمی‌آویخته‌اند نمی‌آمیخته‌اند
نمی‌آویخته‌ای نمی‌آمیخته‌ای
نمی‌آویخته‌اید نمی‌آمیخته‌اید
نمی‌آویخته‌ایم نمی‌آمیخته‌ایم
نمی‌آویختی نمی‌آمیختی
نمی‌آویختید نمی‌آمیختید
نمی‌آویختیم نمی‌آمیختیم
نمی‌آویزد نمی‌آمیزد
نمی‌آویزم نمی‌آمیزم
نمی‌آویزند نمی‌آمیزند
نمی‌آویزی نمی‌آمیزی
نمی‌آویزید نمی‌آمیزید
نمی‌آویزیم نمی‌آمیزیم
نمی‌آژد نمی‌غژد,نمی‌آید,نمی‌آبد
نمی‌آژم نمی‌غژم,نمی‌آیم,نمی‌آبم
نمی‌آژند نمی‌غژند,نمی‌آیند,نمی‌آبند
نمی‌آژی نمی‌غژی,نمی‌آیی,نمی‌آبی,نمی‌آری
نمی‌آژید نمی‌غژید,نمی‌آیید,نمی‌آبید
نمی‌آژیدم نمی‌غژیدم,نمی‌آبیدم
نمی‌آژیدند نمی‌غژیدند,نمی‌آبیدند
نمی‌آژیده‌است نمی‌غژیده‌است,نمی‌آبیده‌است
نمی‌آژیده‌ام نمی‌غژیده‌ام,نمی‌آبیده‌ام
نمی‌آژیده‌اند نمی‌غژیده‌اند,نمی‌آبیده‌اند
نمی‌آژیده‌ای نمی‌غژیده‌ای,نمی‌آبیده‌ای
نمی‌آژیده‌اید نمی‌غژیده‌اید,نمی‌آبیده‌اید
نمی‌آژیده‌ایم نمی‌غژیده‌ایم,نمی‌آبیده‌ایم
نمی‌آژیدی نمی‌غژیدی,نمی‌آبیدی
نمی‌آژیدید نمی‌غژیدید,نمی‌آبیدید
نمی‌آژیدیم نمی‌غژیدیم,نمی‌آبیدیم
نمی‌آژیم نمی‌غژیم,نمی‌آییم,نمی‌آبیم
نمی‌آکند نمی‌تکند,نمی‌لکند,نمی‌آجند
نمی‌آی نمی‌دی
نمی‌آید نمی‌لید,نمی‌دید,نمی‌آبد,نمی‌آزد,نمی‌آژد
نمی‌آیم نمی‌لیم,نمی‌آبم,نمی‌آزم,نمی‌آژم,نمی‌آین
نمی‌آین نمی‌دین,نمی‌آیم
نمی‌آیند نمی‌لیند,نمی‌آبند,نمی‌آزند,نمی‌آژند
نمی‌آیی نمی‌لیی,نمی‌آبی,نمی‌آزی,نمی‌آژی
نمی‌آیید نمی‌لیید,نمی‌آبید,نمی‌آزید,نمی‌آژید
نمی‌آییم نمی‌لییم,نمی‌آبیم,نمی‌آزیم,نمی‌آژیم
نمی‌ارزد نمی‌لرزد
نمی‌ارزم نمی‌لرزم
نمی‌ارزند نمی‌لرزند
نمی‌ارزی نمی‌لرزی
نمی‌ارزید نمی‌لرزید
نمی‌ارزیدم نمی‌لرزیدم
نمی‌ارزیدند نمی‌لرزیدند
نمی‌ارزیده‌است نمی‌لرزیده‌است
نمی‌ارزیده‌ام نمی‌لرزیده‌ام
نمی‌ارزیده‌اند نمی‌لرزیده‌اند
نمی‌ارزیده‌ای نمی‌لرزیده‌ای
نمی‌ارزیده‌اید نمی‌لرزیده‌اید
نمی‌ارزیده‌ایم نمی‌لرزیده‌ایم
نمی‌ارزیدی نمی‌لرزیدی
نمی‌ارزیدید نمی‌لرزیدید
نمی‌ارزیدیم نمی‌لرزیدیم
نمی‌ارزیم نمی‌لرزیم
نمی‌ارماند نمی‌درماند
نمی‌ارمانم نمی‌درمانم
نمی‌ارمانند نمی‌درمانند
نمی‌ارمانی نمی‌درمانی
نمی‌ارمانید نمی‌درمانید
نمی‌ارمانیدم نمی‌درمانیدم
نمی‌ارمانیدند نمی‌درمانیدند
نمی‌ارمانیده‌است نمی‌درمانیده‌است
نمی‌ارمانیده‌ام نمی‌درمانیده‌ام
نمی‌ارمانیده‌اند نمی‌درمانیده‌اند
نمی‌ارمانیده‌ای نمی‌درمانیده‌ای
نمی‌ارمانیده‌اید نمی‌درمانیده‌اید
نمی‌ارمانیده‌ایم نمی‌درمانیده‌ایم
نمی‌ارمانیدی نمی‌درمانیدی
نمی‌ارمانیدید نمی‌درمانیدید
نمی‌ارمانیدیم نمی‌درمانیدیم
نمی‌ارمانیم نمی‌درمانیم
نمی‌اشپیخت نمی‌اشپیخد
نمی‌اشپیخد نمی‌اشپیخت
نمی‌افتد نمی‌تفتد,نمی‌افدد
نمی‌افتم نمی‌تفتم,نمی‌افدم,نمی‌افتن
نمی‌افتن نمی‌افتم,نمی‌افته
نمی‌افتند نمی‌تفتند,نمی‌افدند
نمی‌افته نمی‌افتن
نمی‌افتی نمی‌تفتی,نمی‌افدی
نمی‌افتید نمی‌تفتید,نمی‌افدید
نمی‌افتیم نمی‌تفتیم,نمی‌افدیم
نمی‌افدد نمی‌افتد
نمی‌افدم نمی‌افتم
نمی‌افدند نمی‌افتند
نمی‌افدی نمی‌افتی
نمی‌افدید نمی‌افتید
نمی‌افدیم نمی‌افتیم
نمی‌افسرد نمی‌افشرد
نمی‌افسردم نمی‌افشردم
نمی‌افسردند نمی‌افشردند
نمی‌افسرده‌است نمی‌افشرده‌است
نمی‌افسرده‌ام نمی‌افشرده‌ام
نمی‌افسرده‌اند نمی‌افشرده‌اند
نمی‌افسرده‌ای نمی‌افشرده‌ای
نمی‌افسرده‌اید نمی‌افشرده‌اید
نمی‌افسرده‌ایم نمی‌افشرده‌ایم
نمی‌افسردی نمی‌افشردی
نمی‌افسردید نمی‌افشردید
نمی‌افسردیم نمی‌افشردیم
نمی‌افسرم نمی‌افشرم
نمی‌افسرند نمی‌افشرند
نمی‌افسری نمی‌افشری
نمی‌افسرید نمی‌افشرید
نمی‌افسریم نمی‌افشریم
نمی‌افشرد نمی‌افسرد
نمی‌افشردم نمی‌افسردم
نمی‌افشردند نمی‌افسردند
نمی‌افشرده‌است نمی‌افسرده‌است
نمی‌افشرده‌ام نمی‌افسرده‌ام
نمی‌افشرده‌اند نمی‌افسرده‌اند
نمی‌افشرده‌ای نمی‌افسرده‌ای
نمی‌افشرده‌اید نمی‌افسرده‌اید
نمی‌افشرده‌ایم نمی‌افسرده‌ایم
نمی‌افشردی نمی‌افسردی
نمی‌افشردید نمی‌افسردید
نمی‌افشردیم نمی‌افسردیم
نمی‌افشرم نمی‌افسرم
نمی‌افشرند نمی‌افسرند
نمی‌افشری نمی‌افسری
نمی‌افشرید نمی‌افسرید
نمی‌افشریم نمی‌افسریم
نمی‌انبارد نمی‌اوبارد,نمی‌انبازد
نمی‌انبارم نمی‌اوبارم,نمی‌انبازم
نمی‌انبارند نمی‌اوبارند,نمی‌انبازند
نمی‌انباری نمی‌اوباری,نمی‌انبازی
نمی‌انبارید نمی‌اوبارید,نمی‌انبازید
نمی‌انباریم نمی‌اوباریم,نمی‌انبازیم
نمی‌انبازد نمی‌انبارد
نمی‌انبازم نمی‌انبارم
نمی‌انبازند نمی‌انبارند
نمی‌انبازی نمی‌انباری
نمی‌انبازید نمی‌انبارید
نمی‌انبازیم نمی‌انباریم
نمی‌انجد نمی‌غنجد,نمی‌تنجد
نمی‌انجم نمی‌غنجم,نمی‌تنجم
نمی‌انجند نمی‌غنجند,نمی‌تنجند
نمی‌انجی نمی‌غنجی,نمی‌تنجی
نمی‌انجید نمی‌غنجید,نمی‌تنجید
نمی‌انجیدم نمی‌غنجیدم,نمی‌تنجیدم
نمی‌انجیدند نمی‌غنجیدند,نمی‌تنجیدند
نمی‌انجیده‌است نمی‌غنجیده‌است,نمی‌تنجیده‌است
نمی‌انجیده‌ام نمی‌غنجیده‌ام,نمی‌تنجیده‌ام
نمی‌انجیده‌اند نمی‌غنجیده‌اند,نمی‌تنجیده‌اند
نمی‌انجیده‌ای نمی‌غنجیده‌ای,نمی‌تنجیده‌ای
نمی‌انجیده‌اید نمی‌غنجیده‌اید,نمی‌تنجیده‌اید
نمی‌انجیده‌ایم نمی‌غنجیده‌ایم,نمی‌تنجیده‌ایم
نمی‌انجیدی نمی‌غنجیدی,نمی‌تنجیدی
نمی‌انجیدید نمی‌غنجیدید,نمی‌تنجیدید
نمی‌انجیدیم نمی‌غنجیدیم,نمی‌تنجیدیم
نمی‌انجیم نمی‌غنجیم,نمی‌تنجیم
نمی‌اندازد نمی‌انداید
نمی‌اندازم نمی‌اندایم
نمی‌اندازند نمی‌اندایند
نمی‌اندازی نمی‌اندایی
نمی‌اندازید نمی‌اندایید
نمی‌اندازیم نمی‌انداییم
نمی‌انداید نمی‌اندازد
نمی‌اندایم نمی‌اندازم
نمی‌اندایند نمی‌اندازند
نمی‌اندایی نمی‌اندازی
نمی‌اندایید نمی‌اندازید
نمی‌انداییم نمی‌اندازیم
نمی‌اوبارد نمی‌انبارد
نمی‌اوبارم نمی‌انبارم
نمی‌اوبارند نمی‌انبارند
نمی‌اوباری نمی‌انباری
نمی‌اوبارید نمی‌انبارید
نمی‌اوباریم نمی‌انباریم
نمی‌باخت نمی‌یاخت
نمی‌باختم نمی‌یاختم
نمی‌باختند نمی‌یاختند
نمی‌باخته‌است نمی‌یاخته‌است
نمی‌باخته‌ام نمی‌یاخته‌ام
نمی‌باخته‌اند نمی‌یاخته‌اند
نمی‌باخته‌ای نمی‌یاخته‌ای
نمی‌باخته‌اید نمی‌یاخته‌اید
نمی‌باخته‌ایم نمی‌یاخته‌ایم
نمی‌باختی نمی‌یاختی
نمی‌باختید نمی‌یاختید
نمی‌باختیم نمی‌یاختیم
نمی‌باراند نمی‌بالاند,نمی‌بازاند
نمی‌باراندم نمی‌بالاندم,نمی‌بازاندم
نمی‌باراندند نمی‌بالاندند,نمی‌بازاندند
نمی‌بارانده‌است نمی‌بالانده‌است,نمی‌بازانده‌است
نمی‌بارانده‌ام نمی‌بالانده‌ام,نمی‌بازانده‌ام
نمی‌بارانده‌اند نمی‌بالانده‌اند,نمی‌بازانده‌اند
نمی‌بارانده‌ای نمی‌بالانده‌ای,نمی‌بازانده‌ای
نمی‌بارانده‌اید نمی‌بالانده‌اید,نمی‌بازانده‌اید
نمی‌بارانده‌ایم نمی‌بالانده‌ایم,نمی‌بازانده‌ایم
نمی‌باراندی نمی‌بالاندی,نمی‌بازاندی
نمی‌باراندید نمی‌بالاندید,نمی‌بازاندید
نمی‌باراندیم نمی‌بالاندیم,نمی‌بازاندیم
نمی‌بارانم نمی‌بالانم,نمی‌بازانم
نمی‌بارانند نمی‌بالانند,نمی‌بازانند
نمی‌بارانی نمی‌بالانی,نمی‌بازانی
نمی‌بارانید نمی‌بالانید,نمی‌بازانید
نمی‌بارانیدم نمی‌بالانیدم
نمی‌بارانیدند نمی‌بالانیدند
نمی‌بارانیده‌است نمی‌بالانیده‌است
نمی‌بارانیده‌ام نمی‌بالانیده‌ام
نمی‌بارانیده‌اند نمی‌بالانیده‌اند
نمی‌بارانیده‌ای نمی‌بالانیده‌ای
نمی‌بارانیده‌اید نمی‌بالانیده‌اید
نمی‌بارانیده‌ایم نمی‌بالانیده‌ایم
نمی‌بارانیدی نمی‌بالانیدی
نمی‌بارانیدید نمی‌بالانیدید
نمی‌بارانیدیم نمی‌بالانیدیم
نمی‌بارانیم نمی‌بالانیم,نمی‌بازانیم
نمی‌بارد نمی‌یارد,نمی‌زارد,نمی‌بالد,نمی‌بازد
